INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID1', '익명작성자1', '익명타이틀1', '익명게시판본문1', 11, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID350', '익명작성자350', '익명타이틀350', '익명게시판본문350', 350350, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID351', '익명작성자351', '익명타이틀351', '익명게시판본문351', 351351, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID352', '익명작성자352', '익명타이틀352', '익명게시판본문352', 352352, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID353', '익명작성자353', '익명타이틀353', '익명게시판본문353', 353353, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID354', '익명작성자354', '익명타이틀354', '익명게시판본문354', 354354, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID355', '익명작성자355', '익명타이틀355', '익명게시판본문355', 355355, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID356', '익명작성자356', '익명타이틀356', '익명게시판본문356', 356356, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID357', '익명작성자357', '익명타이틀357', '익명게시판본문357', 357357, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID358', '익명작성자358', '익명타이틀358', '익명게시판본문358', 358358, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID359', '익명작성자359', '익명타이틀359', '익명게시판본문359', 359359, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID360', '익명작성자360', '익명타이틀360', '익명게시판본문360', 360360, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID361', '익명작성자361', '익명타이틀361', '익명게시판본문361', 361361, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID362', '익명작성자362', '익명타이틀362', '익명게시판본문362', 362362, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID363', '익명작성자363', '익명타이틀363', '익명게시판본문363', 363363, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID364', '익명작성자364', '익명타이틀364', '익명게시판본문364', 364364, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID365', '익명작성자365', '익명타이틀365', '익명게시판본문365', 365365, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID366', '익명작성자366', '익명타이틀366', '익명게시판본문366', 366366, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID367', '익명작성자367', '익명타이틀367', '익명게시판본문367', 367367, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID368', '익명작성자368', '익명타이틀368', '익명게시판본문368', 368368, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID369', '익명작성자369', '익명타이틀369', '익명게시판본문369', 369369, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID370', '익명작성자370', '익명타이틀370', '익명게시판본문370', 370370, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID371', '익명작성자371', '익명타이틀371', '익명게시판본문371', 371371, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID372', '익명작성자372', '익명타이틀372', '익명게시판본문372', 372372, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID373', '익명작성자373', '익명타이틀373', '익명게시판본문373', 373373, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID374', '익명작성자374', '익명타이틀374', '익명게시판본문374', 374374, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID375', '익명작성자375', '익명타이틀375', '익명게시판본문375', 375375, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID376', '익명작성자376', '익명타이틀376', '익명게시판본문376', 376376, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID377', '익명작성자377', '익명타이틀377', '익명게시판본문377', 377377, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID378', '익명작성자378', '익명타이틀378', '익명게시판본문378', 378378, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID379', '익명작성자379', '익명타이틀379', '익명게시판본문379', 379379, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID380', '익명작성자380', '익명타이틀380', '익명게시판본문380', 380380, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID381', '익명작성자381', '익명타이틀381', '익명게시판본문381', 381381, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID382', '익명작성자382', '익명타이틀382', '익명게시판본문382', 382382, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID383', '익명작성자383', '익명타이틀383', '익명게시판본문383', 383383, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID384', '익명작성자384', '익명타이틀384', '익명게시판본문384', 384384, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID385', '익명작성자385', '익명타이틀385', '익명게시판본문385', 385385, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID386', '익명작성자386', '익명타이틀386', '익명게시판본문386', 386386, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID387', '익명작성자387', '익명타이틀387', '익명게시판본문387', 387387, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID388', '익명작성자388', '익명타이틀388', '익명게시판본문388', 388388, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID389', '익명작성자389', '익명타이틀389', '익명게시판본문389', 389389, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID390', '익명작성자390', '익명타이틀390', '익명게시판본문390', 390390, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID391', '익명작성자391', '익명타이틀391', '익명게시판본문391', 391391, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID392', '익명작성자392', '익명타이틀392', '익명게시판본문392', 392392, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID393', '익명작성자393', '익명타이틀393', '익명게시판본문393', 393393, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID394', '익명작성자394', '익명타이틀394', '익명게시판본문394', 394394, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID395', '익명작성자395', '익명타이틀395', '익명게시판본문395', 395395, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID396', '익명작성자396', '익명타이틀396', '익명게시판본문396', 396396, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID397', '익명작성자397', '익명타이틀397', '익명게시판본문397', 397397, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID398', '익명작성자398', '익명타이틀398', '익명게시판본문398', 398398, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID399', '익명작성자399', '익명타이틀399', '익명게시판본문399', 399399, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID400', '익명작성자400', '익명타이틀400', '익명게시판본문400', 400400, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID401', '익명작성자401', '익명타이틀401', '익명게시판본문401', 401401, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID402', '익명작성자402', '익명타이틀402', '익명게시판본문402', 402402, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID403', '익명작성자403', '익명타이틀403', '익명게시판본문403', 403403, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID404', '익명작성자404', '익명타이틀404', '익명게시판본문404', 404404, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID405', '익명작성자405', '익명타이틀405', '익명게시판본문405', 405405, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID406', '익명작성자406', '익명타이틀406', '익명게시판본문406', 406406, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID407', '익명작성자407', '익명타이틀407', '익명게시판본문407', 407407, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID408', '익명작성자408', '익명타이틀408', '익명게시판본문408', 408408, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID409', '익명작성자409', '익명타이틀409', '익명게시판본문409', 409409, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID410', '익명작성자410', '익명타이틀410', '익명게시판본문410', 410410, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID411', '익명작성자411', '익명타이틀411', '익명게시판본문411', 411411, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID412', '익명작성자412', '익명타이틀412', '익명게시판본문412', 412412, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID413', '익명작성자413', '익명타이틀413', '익명게시판본문413', 413413, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID414', '익명작성자414', '익명타이틀414', '익명게시판본문414', 414414, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID415', '익명작성자415', '익명타이틀415', '익명게시판본문415', 415415, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID416', '익명작성자416', '익명타이틀416', '익명게시판본문416', 416416, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID417', '익명작성자417', '익명타이틀417', '익명게시판본문417', 4417, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID418', '익명작성자418', '익명타이틀418', '익명게시판본문418', 41418, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID419', '익명작성자419', '익명타이틀419', '익명게시판본문419', 41419, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID420', '익명작성자420', '익명타이틀420', '익명게시판본문420', 420420, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID421', '익명작성자421', '익명타이틀421', '익명게시판본문421', 421421, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID422', '익명작성자422', '익명타이틀422', '익명게시판본문422', 422422, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID423', '익명작성자423', '익명타이틀423', '익명게시판본문423', 423423, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID424', '익명작성자424', '익명타이틀424', '익명게시판본문424', 424424, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID425', '익명작성자425', '익명타이틀425', '익명게시판본문425', 425425, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID426', '익명작성자426', '익명타이틀426', '익명게시판본문426', 426426, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID427', '익명작성자427', '익명타이틀427', '익명게시판본문427', 427427, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID428', '익명작성자428', '익명타이틀428', '익명게시판본문428', 428428, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID429', '익명작성자429', '익명타이틀429', '익명게시판본문429', 429429, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID430', '익명작성자430', '익명타이틀430', '익명게시판본문430', 430430, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID431', '익명작성자431', '익명타이틀431', '익명게시판본문431', 431431, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID432', '익명작성자432', '익명타이틀432', '익명게시판본문432', 432432, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID433', '익명작성자433', '익명타이틀433', '익명게시판본문433', 433433, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID434', '익명작성자434', '익명타이틀434', '익명게시판본문434', 434434, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID435', '익명작성자435', '익명타이틀435', '익명게시판본문435', 435435, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID436', '익명작성자436', '익명타이틀436', '익명게시판본문436', 436436, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID437', '익명작성자437', '익명타이틀437', '익명게시판본문437', 437437, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID438', '익명작성자438', '익명타이틀438', '익명게시판본문438', 438438, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID439', '익명작성자439', '익명타이틀439', '익명게시판본문439', 439439, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID440', '익명작성자440', '익명타이틀440', '익명게시판본문440', 440440, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID441', '익명작성자441', '익명타이틀441', '익명게시판본문441', 441441, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID442', '익명작성자442', '익명타이틀442', '익명게시판본문442', 442442, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID443', '익명작성자443', '익명타이틀443', '익명게시판본문443', 443443, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID444', '익명작성자444', '익명타이틀444', '익명게시판본문444', 444444, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID445', '익명작성자445', '익명타이틀445', '익명게시판본문445', 445445, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID446', '익명작성자446', '익명타이틀446', '익명게시판본문446', 446446, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID447', '익명작성자447', '익명타이틀447', '익명게시판본문447', 447447, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID448', '익명작성자448', '익명타이틀448', '익명게시판본문448', 448448, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID449', '익명작성자449', '익명타이틀449', '익명게시판본문449', 449449, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID450', '익명작성자450', '익명타이틀450', '익명게시판본문450', 450450, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID451', '익명작성자451', '익명타이틀451', '익명게시판본문451', 451451, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID452', '익명작성자452', '익명타이틀452', '익명게시판본문452', 452452, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID453', '익명작성자453', '익명타이틀453', '익명게시판본문453', 453453, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID454', '익명작성자454', '익명타이틀454', '익명게시판본문454', 454454, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID455', '익명작성자455', '익명타이틀455', '익명게시판본문455', 455455, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID456', '익명작성자456', '익명타이틀456', '익명게시판본문456', 456456, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID457', '익명작성자457', '익명타이틀457', '익명게시판본문457', 457457, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID458', '익명작성자458', '익명타이틀458', '익명게시판본문458', 458458, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID459', '익명작성자459', '익명타이틀459', '익명게시판본문459', 459459, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID460', '익명작성자460', '익명타이틀460', '익명게시판본문460', 460460, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID461', '익명작성자461', '익명타이틀461', '익명게시판본문461', 461461, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID462', '익명작성자462', '익명타이틀462', '익명게시판본문462', 462462, 'A');



INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID1', '질문작성자1', '질문타이틀1', '질문게시판본문1', 11, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID2', '질문작성자2', '질문타이틀2', '질문게시판본문2', 22, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID3', '질문작성자3', '질문타이틀3', '질문게시판본문3', 33, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID4', '질문작성자4', '질문타이틀4', '질문게시판본문4', 44, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID5', '질문작성자5', '질문타이틀5', '질문게시판본문5', 55, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID6', '질문작성자6', '질문타이틀6', '질문게시판본문6', 66, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID7', '질문작성자7', '질문타이틀7', '질문게시판본문7', 77, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID8', '질문작성자8', '질문타이틀8', '질문게시판본문8', 88, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID9', '질문작성자9', '질문타이틀9', '질문게시판본문9', 99, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID10', '질문작성자10', '질문타이틀10', '질문게시판본문10', 1010, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID11', '질문작성자11', '질문타이틀11', '질문게시판본문11', 1111, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID12', '질문작성자12', '질문타이틀12', '질문게시판본문12', 1212, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID13', '질문작성자13', '질문타이틀13', '질문게시판본문13', 1313, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID14', '질문작성자14', '질문타이틀14', '질문게시판본문14', 1414, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID15', '질문작성자15', '질문타이틀15', '질문게시판본문15', 1515, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID16', '질문작성자16', '질문타이틀16', '질문게시판본문16', 1616, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID17', '질문작성자17', '질문타이틀17', '질문게시판본문17', 1717, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID18', '질문작성자18', '질문타이틀18', '질문게시판본문18', 1818, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID19', '질문작성자19', '질문타이틀19', '질문게시판본문19', 1919, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID20', '질문작성자20', '질문타이틀20', '질문게시판본문20', 2020, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID21', '질문작성자21', '질문타이틀21', '질문게시판본문21', 2121, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID22', '질문작성자22', '질문타이틀22', '질문게시판본문22', 2222, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID23', '질문작성자23', '질문타이틀23', '질문게시판본문23', 2323, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID24', '질문작성자24', '질문타이틀24', '질문게시판본문24', 2424, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID25', '질문작성자25', '질문타이틀25', '질문게시판본문25', 2525, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID26', '질문작성자26', '질문타이틀26', '질문게시판본문26', 2626, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID27', '질문작성자27', '질문타이틀27', '질문게시판본문27', 2727, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID28', '질문작성자28', '질문타이틀28', '질문게시판본문28', 2828, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID29', '질문작성자29', '질문타이틀29', '질문게시판본문29', 2929, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID30', '질문작성자30', '질문타이틀30', '질문게시판본문30', 3030, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID31', '질문작성자31', '질문타이틀31', '질문게시판본문31', 3131, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID32', '질문작성자32', '질문타이틀32', '질문게시판본문32', 3232, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID33', '질문작성자33', '질문타이틀33', '질문게시판본문33', 3333, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID34', '질문작성자34', '질문타이틀34', '질문게시판본문34', 3434, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID35', '질문작성자35', '질문타이틀35', '질문게시판본문35', 3535, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID36', '질문작성자36', '질문타이틀36', '질문게시판본문36', 3636, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID37', '질문작성자37', '질문타이틀37', '질문게시판본문37', 3737, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID38', '질문작성자38', '질문타이틀38', '질문게시판본문38', 3838, 'Q');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '질문ID39', '질문작성자39', '질문타이틀39', '질문게시판본문39', 3939, 'Q');
